Date,Open,High,Low,Close,Daily Pct Return
2020-02-26,9011.5498046875,9148.3203125,8927.7998046875,8980.7802734375,0.16920121754293582
2020-02-27,8744.0302734375,8904.1103515625,8562.0498046875,8566.48046875,-4.613182731047061
2020-02-28,8269.740234375,8591.8203125,8264.16015625,8567.3701171875,0.010385226940567982
2020-03-02,8667.1396484375,8952.8095703125,8543.349609375,8952.169921875,4.4914576985011
2020-03-03,8965.099609375,9070.3203125,8602.8896484375,8684.08984375,-2.994582100926557
2020-03-04,8834.099609375,9019.9599609375,8757.66015625,9018.08984375,3.8461140546626416
2020-03-05,8790.08984375,8921.080078125,8677.3896484375,8738.58984375,-3.0993259641753035
2020-03-06,8469.01953125,8612.3603515625,8375.1298828125,8575.6201171875,-1.8649430797928912
2020-03-09,7957.93017578125,8243.3095703125,7943.16015625,7950.68017578125,-7.287402343694394
2020-03-10,8219.759765625,8347.400390625,7930.43017578125,8344.25,4.950140308971451
2020-03-11,8136.25,8181.35986328125,7850.9501953125,7952.0498046875,-4.700245022770167
2020-03-12,7398.580078125,7712.330078125,7194.669921875,7201.7998046875,-9.434674309481183
2020-03-13,7610.39013671875,7875.93017578125,7219.08984375,7874.8798828125,9.345998172386105
2020-03-16,7392.72998046875,7422.2001953125,6882.85986328125,6904.58984375,-12.321331290147409
2020-03-17,7072.0,7406.22998046875,6828.91015625,7334.77978515625,6.230492341201921
2020-03-18,6902.31982421875,7182.830078125,6686.35986328125,6989.83984375,-4.702798877538516
2020-03-19,6996.4501953125,7341.3798828125,6858.3798828125,7150.580078125,2.2996268579562162
2020-03-20,7248.06982421875,7354.43994140625,6854.669921875,6879.52001953125,-3.7907422283539605
2020-03-23,6847.27978515625,6984.93994140625,6631.419921875,6860.669921875,-0.27400309327879624
2020-03-24,7196.14990234375,7418.3701171875,7169.85986328125,7417.85986328125,8.121509236724389
2020-03-25,7421.35986328125,7671.2099609375,7276.39990234375,7384.2998046875,-0.4524223861369192
2020-03-26,7462.2099609375,7809.830078125,7462.2099609375,7797.5400390625,5.596200659576112
2020-03-27,7554.25,7716.240234375,7491.14013671875,7502.3798828125,-3.7852983732224232
2020-03-30,7583.4599609375,7784.35009765625,7539.97021484375,7774.14990234375,3.622450792632592
2020-03-31,7740.06005859375,7880.31005859375,7642.85986328125,7700.10009765625,-0.952513208745509
2020-04-01,7459.5,7566.3701171875,7301.97998046875,7360.580078125,-4.409293583528773
2020-04-02,7317.4501953125,7501.7001953125,7307.9501953125,7487.31005859375,1.7217390358319706
2020-04-03,7477.27001953125,7518.72021484375,7288.10986328125,7373.080078125,-1.525647790392215
2020-04-06,7660.169921875,7938.330078125,7617.7900390625,7913.240234375,7.32611270359842
2020-04-07,8129.990234375,8146.43017578125,7881.22021484375,7887.259765625,-0.3283164415651241
2020-04-08,7975.72021484375,8114.43017578125,7901.93994140625,8090.89990234375,2.5818870275615025
2020-04-09,8169.009765625,8227.91015625,8072.31982421875,8153.580078125,0.7746996815903406
2020-04-13,8127.68994140625,8200.4404296875,8035.9501953125,8192.419921875,0.4763532506929291
2020-04-14,8353.2099609375,8531.1103515625,8338.080078125,8515.740234375,3.9465788568367355
2020-04-15,8355.9599609375,8464.66015625,8308.7900390625,8393.1796875,-1.4392236435332606
2020-04-16,8479.1103515625,8560.16015625,8393.26953125,8532.3603515625,1.6582590775434225
2020-04-17,8667.48046875,8670.2998046875,8531.6904296875,8650.1396484375,1.380383528380058
2020-04-20,8553.3798828125,8684.91015625,8553.3798828125,8560.73046875,-1.0336154480887538
2020-04-21,8460.6904296875,8480.2900390625,8215.6904296875,8263.23046875,-3.475170735558031
2020-04-22,8434.5498046875,8537.3095703125,8404.5400390625,8495.3798828125,2.809426833009754
2020-04-23,8528.83984375,8635.23046875,8475.2001953125,8494.75,-0.00741441608484994
2020-04-24,8530.080078125,8642.9296875,8464.419921875,8634.51953125,1.6453636805085603
2020-04-27,8717.98046875,8754.5703125,8697.3701171875,8730.16015625,1.1076542783169163
2020-04-28,8825.6904296875,8830.5703125,8600.7001953125,8607.73046875,-1.4023761913732113
2020-04-29,8802.7001953125,8957.26953125,8765.009765625,8914.7099609375,3.566323240510094
2020-04-30,8911.01953125,8926.1103515625,8825.830078125,8889.5498046875,-0.28223191063138087
2020-05-01,8681.2900390625,8754.4599609375,8566.83984375,8604.9501953125,-3.201507563689321
2020-05-04,8555.3203125,8715.8203125,8537.830078125,8710.7099609375,1.229057266160738
2020-05-05,8809.66015625,8909.9599609375,8781.3095703125,8809.1201171875,1.12976045226294
2020-05-06,8874.7001953125,8933.25,8819.3701171875,8854.3896484375,0.5138939036791523
2020-05-07,8973.7802734375,9015.990234375,8932.8603515625,8979.66015625,1.4147842232649754
2020-05-08,9056.8896484375,9125.98046875,9018.2099609375,9121.3203125,1.577567010165759
2020-05-11,9054.91015625,9241.919921875,9053.169921875,9192.33984375,0.7786102101104087
2020-05-12,9225.150390625,9250.9599609375,9000.0703125,9002.5498046875,-2.0646542913830723
2020-05-13,9006.0498046875,9074.16015625,8752.6796875,8863.169921875,-1.5482267339407163
2020-05-14,8788.0400390625,8945.7099609375,8705.25,8943.7197265625,0.9088148528969997
2020-05-15,8839.990234375,9018.400390625,8821.3798828125,9014.5595703125,0.792062429456597
2020-05-18,9177.150390625,9267.2197265625,9154.349609375,9234.830078125,2.4434971680470374
2020-05-19,9227.4599609375,9317.25,9183.25,9185.099609375,-0.5385098407798439
2020-05-20,9305.6201171875,9392.8203125,9304.2001953125,9375.7802734375,2.0759781839260194
2020-05-21,9375.1904296875,9405.25,9254.849609375,9284.8798828125,-0.9695234740358605
2020-05-22,9278.5498046875,9328.2802734375,9239.41015625,9324.58984375,0.42768416434775247
2020-05-26,9501.2099609375,9501.2099609375,9333.16015625,9340.2197265625,0.16762005701491667
2020-05-27,9346.1201171875,9414.6201171875,9144.2802734375,9412.3603515625,0.772365395161323
2020-05-28,9392.990234375,9523.6396484375,9345.2802734375,9368.990234375,-0.46077833367589305
2020-05-29,9382.349609375,9505.5498046875,9324.73046875,9489.8701171875,1.2902124966358564
2020-06-01,9471.419921875,9571.2802734375,9462.3203125,9552.0498046875,0.6552216914684994
2020-06-02,9566.5302734375,9611.2197265625,9472.080078125,9608.3798828125,0.5897171735574247
2020-06-03,9651.8603515625,9707.7802734375,9627.169921875,9682.91015625,0.7756799205120846
2020-06-04,9649.650390625,9716.1396484375,9560.41015625,9615.8095703125,-0.6929795366756419
2020-06-05,9703.5400390625,9845.6904296875,9685.349609375,9814.080078125,2.061922153956064
2020-06-08,9823.4404296875,9927.1298828125,9780.6103515625,9924.75,1.1276647530284345
2020-06-09,9867.1904296875,10002.5,9863.26953125,9953.75,0.29219879593944675
2020-06-10,10012.3203125,10086.8896484375,9962.580078125,10020.349609375,0.6690906379505313
2020-06-11,9791.240234375,9868.080078125,9491.3095703125,9492.73046875,-5.265476367524757
2020-06-12,9715.8701171875,9768.6396484375,9413.6201171875,9588.8095703125,1.0121334623245826
2020-06-15,9426.900390625,9756.0703125,9403.0,9726.01953125,1.43093842808506
2020-06-16,9949.7802734375,9963.6298828125,9748.3798828125,9895.8701171875,1.7463525072283215
2020-06-17,9943.3095703125,9991.2099609375,9891.8095703125,9910.5302734375,0.14814418617457026
2020-06-18,9892.48046875,9959.2001953125,9885.66015625,9943.0498046875,0.32813109241147664
2020-06-19,10042.1298828125,10053.91015625,9872.9404296875,9946.1201171875,0.030878981402193695
2020-06-22,9945.490234375,10059.6103515625,9916.599609375,10056.48046875,1.1095819300612542
2020-06-23,10130.830078125,10221.849609375,10112.4404296875,10131.3701171875,0.7446904378745289
2020-06-24,10092.919921875,10137.5,9842.2197265625,9909.169921875,-2.1931899905181185
2020-06-25,9899.3603515625,10023.2802734375,9810.4697265625,10017.0,1.0881847720358495
2020-06-26,9995.1201171875,10000.669921875,9749.0703125,9757.2197265625,-2.5933939646351156
2020-06-29,9771.7197265625,9877.33984375,9663.6103515625,9874.150390625,1.1984014641401863
2020-06-30,9875.2900390625,10085.58984375,9863.669921875,10058.76953125,1.8697217818384404
2020-07-01,10063.669921875,10197.1904296875,10048.0400390625,10154.6298828125,0.9530027630585192
2020-07-02,10268.669921875,10310.3603515625,10194.0595703125,10207.6298828125,0.5219294116244111
2020-07-06,10360.3798828125,10462.0498046875,10354.98046875,10433.650390625,2.2142310252948327
2020-07-07,10412.4599609375,10518.98046875,10337.98046875,10343.8896484375,-0.8603004588705887
2020-07-08,10409.349609375,10494.6298828125,10350.9599609375,10492.5,1.436696993233566
2020-07-09,10563.7197265625,10578.099609375,10379.91015625,10547.75,0.5265665951870391
2020-07-10,10545.91015625,10622.349609375,10447.009765625,10617.4404296875,0.6607137037519806
2020-07-13,10729.919921875,10824.7802734375,10368.0400390625,10390.83984375,-2.1342298780777758
2020-07-14,10310.25,10497.830078125,10182.4599609375,10488.580078125,0.940638445445674
2020-07-15,10576.7197265625,10604.669921875,10420.5400390625,10550.490234375,0.5902625120736804
2020-07-16,10443.8701171875,10499.7900390625,10364.3896484375,10473.830078125,-0.726602788562658
2020-07-17,10500.51953125,10532.6201171875,10421.2099609375,10503.1904296875,0.28032106061965933
2020-07-20,10526.01953125,10783.7998046875,10488.0400390625,10767.08984375,2.512564309189158
2020-07-21,10837.8798828125,10839.9296875,10650.4599609375,10680.3603515625,-0.805505419255359
2020-07-22,10687.580078125,10745.3203125,10627.4501953125,10706.1298828125,0.24127960482371869
2020-07-23,10689.5,10728.1201171875,10407.8701171875,10461.419921875,-2.2856995349024745
2020-07-24,10294.41015625,10418.75,10217.3095703125,10363.1796875,-0.9390717044975738
2020-07-27,10421.7001953125,10546.4404296875,10399.8603515625,10536.26953125,1.6702387584650369
2020-07-28,10509.2001953125,10523.6396484375,10397.8701171875,10402.08984375,-1.273502800037818
2020-07-29,10474.7001953125,10567.91015625,10464.0,10542.9404296875,1.3540604633609066
2020-07-30,10450.1201171875,10609.58984375,10412.08984375,10587.8095703125,0.425584692659875
2020-07-31,10741.4697265625,10747.7998046875,10557.7001953125,10745.26953125,1.4871816487803668
2020-08-03,10848.6396484375,10927.5595703125,10831.150390625,10902.7998046875,1.4660430152948933
2020-08-04,10897.8896484375,10941.91015625,10852.900390625,10941.169921875,0.35192902625804656
2020-08-05,10967.8701171875,11002.1103515625,10943.7197265625,10998.400390625,0.5230744898274242
2020-08-06,10989.98046875,11121.1904296875,10963.41015625,11108.0703125,0.9971442935327479
2020-08-07,11072.5302734375,11126.0400390625,10920.3701171875,11010.98046875,-0.8740477960491821
2020-08-10,11033.73046875,11040.240234375,10849.4599609375,10968.3603515625,-0.38706922883442463
2020-08-11,10942.66015625,10989.419921875,10762.7099609375,10782.8203125,-1.6915932109767828
2020-08-12,10878.1201171875,11036.7197265625,10877.16015625,11012.240234375,2.127643002722057
2020-08-13,11026.8603515625,11124.849609375,11007.5,11042.5,0.27478301400056804
2020-08-14,11042.240234375,11058.4404296875,10972.0595703125,11019.2998046875,-0.2100991198777491
2020-08-17,11083.25,11144.5302734375,11080.2998046875,11129.73046875,1.0021568159487293
2020-08-18,11170.75,11230.6201171875,11103.830078125,11210.83984375,0.7287631558350771
2020-08-19,11214.7998046875,11257.419921875,11132.099609375,11146.4599609375,-0.5742645841862681
2020-08-20,11096.400390625,11283.6201171875,11090.0302734375,11264.9501953125,1.0630301888693516
2020-08-21,11258.4404296875,11326.2099609375,11245.4404296875,11311.7998046875,0.41588829566681085
2020-08-24,11449.25,11462.0498046875,11297.5302734375,11379.7197265625,0.60043426375751
2020-08-25,11370.23046875,11468.259765625,11343.0400390625,11466.4697265625,0.7623210596084284
2020-08-26,11516.6201171875,11672.0498046875,11507.4599609375,11665.0595703125,1.7319179179443367
2020-08-27,11688.1904296875,11730.009765625,11551.009765625,11625.33984375,-0.3405017035968405
2020-08-28,11689.2802734375,11708.76953125,11634.76953125,11695.6298828125,0.6046278217000989
2020-08-31,11718.8095703125,11829.83984375,11697.419921875,11775.4599609375,0.682563307191475
2020-09-01,11850.9599609375,11945.7197265625,11794.7802734375,11939.669921875,1.3945099510527026
2020-09-02,12047.259765625,12074.0595703125,11836.1796875,12056.4404296875,0.9780044890400408
2020-09-03,11861.900390625,11894.400390625,11361.3603515625,11458.099609375,-4.962831474198303
2020-09-04,11396.240234375,11531.1796875,10875.8701171875,11313.1298828125,-1.2652161484430269
2020-09-08,10900.7001953125,11131.5,10837.2001953125,10847.6904296875,-4.114152829024976
2020-09-09,11064.759765625,11217.6904296875,10970.4501953125,11141.5595703125,2.709047999938785
2020-09-10,11235.5302734375,11299.5302734375,10875.01953125,10919.58984375,-1.992268004866704
2020-09-11,11010.0703125,11033.0400390625,10728.0302734375,10853.5498046875,-0.6047849782590431
2020-09-14,11010.1396484375,11118.2900390625,10982.259765625,11056.650390625,1.871282571991184
2020-09-15,11193.9599609375,11244.4599609375,11127.98046875,11190.3203125,1.2089549470456262
2020-09-16,11222.080078125,11245.419921875,11046.4296875,11050.4697265625,-1.2497460486567302
2020-09-17,10796.0498046875,10974.4501953125,10783.8095703125,10910.2802734375,-1.2686289053217337
2020-09-18,10973.4501953125,10977.6796875,10639.9501953125,10793.2802734375,-1.0723830833645143
2020-09-21,10610.1396484375,10782.740234375,10519.490234375,10778.7998046875,-0.13416188946410168
2020-09-22,10873.2998046875,10979.650390625,10737.51953125,10963.6396484375,1.7148462454012359
2020-09-23,10950.8203125,10962.0302734375,10612.91015625,10632.990234375,-3.015872690686461
2020-09-24,10551.01953125,10799.5498046875,10520.2197265625,10672.26953125,0.3694096957600479
2020-09-25,10680.4599609375,10939.5498046875,10639.98046875,10913.5595703125,2.2609065331040012
2020-09-28,11084.3798828125,11120.7900390625,11019.1396484375,11117.5302734375,1.8689658659109654
2020-09-29,11109.0,11153.23046875,11065.6298828125,11085.25,-0.29035471587268713
2020-09-30,11092.900390625,11277.9599609375,11092.900390625,11167.509765625,0.7420650470219448
2020-10-01,11291.990234375,11344.1298828125,11240.5302734375,11326.509765625,1.4237731001536469
2020-10-02,11082.5302734375,11244.8701171875,11033.6904296875,11075.01953125,-2.220368318034316
2020-10-05,11169.1103515625,11335.2099609375,11162.51953125,11332.490234375,2.3247878019402535
2020-10-06,11314.5302734375,11392.41015625,11124.4501953125,11154.599609375,-1.5697399364210551
2020-10-07,11271.6796875,11380.5595703125,11258.349609375,11364.599609375,1.882631446703864
2020-10-08,11443.349609375,11448.23046875,11384.330078125,11420.98046875,0.4961095094673684
2020-10-09,11487.599609375,11581.23046875,11476.66015625,11579.9404296875,1.3918241202884873
2020-10-12,11732.330078125,11965.5400390625,11704.1298828125,11876.259765625,2.558902074986724
2020-10-13,11901.759765625,11946.98046875,11821.830078125,11863.900390625,-0.10406790726970039
2020-10-14,11889.0703125,11939.919921875,11714.349609375,11768.73046875,-0.8021807225404909
2020-10-15,11559.8798828125,11740.6796875,11559.099609375,11713.8701171875,-0.46615352189578463
2020-10-16,11761.830078125,11827.419921875,11648.5302734375,11671.5595703125,-0.3612004098706767
2020-10-19,11732.33984375,11778.1103515625,11454.5703125,11478.8798828125,-1.6508478266271776
2020-10-20,11531.830078125,11632.8896484375,11471.23046875,11516.490234375,0.32764827183890954
2020-10-21,11530.3896484375,11613.7900390625,11476.080078125,11484.6904296875,-0.27612409718876796
2020-10-22,11526.9697265625,11548.76953125,11369.2900390625,11506.009765625,0.18563265651803107
2020-10-23,11536.009765625,11548.849609375,11434.8603515625,11548.2802734375,0.36737764588716804
2020-10-26,11440.6396484375,11545.6298828125,11221.0595703125,11358.9404296875,-1.6395501257923661
2020-10-27,11409.33984375,11465.0595703125,11361.8603515625,11431.349609375,0.6374642083539106
2020-10-28,11230.900390625,11249.9501953125,10999.0703125,11004.8701171875,-3.7307886361706455
2020-10-29,11064.4697265625,11287.6298828125,11030.1904296875,11185.58984375,1.642179549945344
2020-10-30,11103.4697265625,11129.8095703125,10822.5703125,10911.58984375,-2.4495802530529853
2020-11-02,11010.4501953125,11071.080078125,10830.9501953125,10957.6103515625,0.42175804325030875
2020-11-03,11038.66015625,11213.919921875,11004.83984375,11160.5703125,1.8522283091455094
2020-11-04,11443.76953125,11663.3095703125,11394.2099609375,11590.7802734375,3.8547309760295967
2020-11-05,11816.330078125,11924.2802734375,11784.150390625,11890.9296875,2.589553136041678
2020-11-06,11869.900390625,11920.5400390625,11737.1298828125,11895.23046875,0.03616858700730141
2020-11-09,12046.66015625,12108.0703125,11703.490234375,11713.7802734375,-1.525402940188414
2020-11-10,11622.4404296875,11665.8701171875,11424.6103515625,11553.8603515625,-1.3652289708527277
2020-11-11,11656.650390625,11793.5703125,11638.900390625,11786.4296875,2.0129145485651367
2020-11-12,11802.5,11847.83984375,11666.3701171875,11709.58984375,-0.6519348588783558
2020-11-13,11794.9404296875,11849.7900390625,11715.51953125,11829.2900390625,1.0222407181613713
2020-11-16,11847.1103515625,11937.7197265625,11814.8896484375,11924.1298828125,0.8017374114323017
2020-11-17,11913.349609375,11950.1796875,11852.41015625,11899.33984375,-0.20789809660017866
2020-11-18,11896.0595703125,11942.490234375,11799.9599609375,11801.599609375,-0.8213920743371017
2020-11-19,11779.0400390625,11912.6298828125,11760.98046875,11904.7099609375,0.873698100049003
2020-11-20,11892.7001953125,11935.4697265625,11852.509765625,11854.9697265625,-0.41781979181526596
2020-11-23,11916.759765625,11949.330078125,11796.5302734375,11880.6298828125,0.21645062654613856
2020-11-24,11939.330078125,12049.8798828125,11863.4501953125,12036.7900390625,1.314409739132727
2020-11-25,12053.8896484375,12114.76953125,12020.9501953125,12094.400390625,0.47861889569842386
2020-11-27,12159.1796875,12236.23046875,12154.5703125,12205.849609375,0.9214943705385448
2020-11-30,12224.25,12244.650390625,12027.16015625,12198.740234375,-0.0582456381777785
2020-12-01,12313.3603515625,12405.7900390625,12263.9296875,12355.1103515625,1.2818546356685445
2020-12-02,12285.75,12360.0595703125,12217.349609375,12349.3701171875,-0.04646040554606712
2020-12-03,12369.259765625,12439.01953125,12356.990234375,12377.1796875,0.22519019228190995
2020-12-04,12399.3203125,12464.23046875,12376.4404296875,12464.23046875,0.7033167769060933
2020-12-07,12461.0,12536.23046875,12460.5498046875,12519.9501953125,0.44703703692097196
2020-12-08,12503.169921875,12594.5400390625,12453.2099609375,12582.76953125,0.5017538804668709
2020-12-09,12591.6904296875,12607.1396484375,12290.7802734375,12338.9501953125,-1.9377239274069313
2020-12-10,12247.5498046875,12431.5595703125,12214.740234375,12405.8095703125,0.5418562676863692
2020-12-11,12336.7900390625,12383.5,12246.76953125,12377.8701171875,-0.2252126551407052
2020-12-14,12447.4404296875,12543.0,12432.7099609375,12440.0400390625,0.5022667170232475
2020-12-15,12543.259765625,12596.1298828125,12465.419921875,12595.0595703125,1.2461337002391382
2020-12-16,12611.0400390625,12687.3203125,12566.3798828125,12658.1904296875,0.5012350995449388
2020-12-17,12730.7802734375,12765.25,12696.349609375,12764.75,0.8418230939438498
2020-12-18,12804.9296875,12809.599609375,12654.599609375,12755.6396484375,-0.07137117109617952
2020-12-21,12596.1396484375,12751.26953125,12525.2197265625,12742.51953125,-0.10285738347199924
2020-12-22,12785.2197265625,12840.5703125,12695.3095703125,12807.919921875,0.513245363011694
2020-12-23,12834.9404296875,12841.919921875,12758.669921875,12771.1103515625,-0.2873969429620815
2020-12-24,12791.5400390625,12833.5498046875,12767.6396484375,12804.73046875,0.26325132476352486
2020-12-28,12914.6396484375,12930.8896484375,12827.4501953125,12899.419921875,0.7394880615104737
2020-12-29,12965.3896484375,12973.330078125,12821.9599609375,12850.2197265625,-0.38141401404465647
2020-12-30,12906.509765625,12924.9296875,12857.759765625,12870.0,0.15392945691514726
2020-12-31,12877.08984375,12902.0703125,12821.23046875,12888.2802734375,0.14203786664723772
2021-01-04,12958.51953125,12958.7197265625,12543.240234375,12698.4501953125,-1.472889121725851
2021-01-05,12665.650390625,12828.26953125,12665.650390625,12818.9599609375,0.9490116019786887
2021-01-06,12666.150390625,12909.6298828125,12649.990234375,12740.7900390625,-0.6097992513683037
2021-01-07,12867.33984375,13090.91015625,12867.33984375,13067.48046875,2.5641300789502663
2021-01-08,13160.2197265625,13208.08984375,13036.5498046875,13201.98046875,1.0292726308001487
2021-01-11,13048.7802734375,13138.26953125,12999.509765625,13036.4296875,-1.2539844430301206
2021-01-12,13062.0595703125,13105.0400390625,12963.919921875,13072.4296875,0.2761492284541589
2021-01-13,13088.009765625,13171.150390625,13051.0595703125,13128.9501953125,0.4323642135673156
2021-01-14,13174.75,13220.16015625,13098.41015625,13112.6396484375,-0.12423344313411411
2021-01-15,13099.900390625,13139.830078125,12949.759765625,12998.5,-0.8704551600417165
2021-01-19,13132.73046875,13206.8603515625,13078.7001953125,13197.1796875,1.5284816517290523
2021-01-20,13342.5498046875,13486.1298828125,13329.76953125,13457.25,1.97065068945248
2021-01-21,13521.48046875,13560.349609375,13454.0703125,13530.91015625,0.5473641067082813
2021-01-22,13474.8095703125,13567.1396484375,13463.66015625,13543.0595703125,0.08979007267215788
2021-01-25,13681.2099609375,13728.98046875,13368.6796875,13635.990234375,0.6861866299858299
2021-01-26,13681.7197265625,13702.6904296875,13603.1904296875,13626.0595703125,-0.07282686399603389
2021-01-27,13486.580078125,13538.419921875,13192.91015625,13270.599609375,-2.6086775791876904
2021-01-28,13323.2900390625,13507.6396484375,13316.51953125,13337.16015625,0.5015639747580014
2021-01-29,13284.7197265625,13322.0,12985.0498046875,13070.6904296875,-1.9979495142946724
2021-02-01,13226.1796875,13431.4599609375,13132.4697265625,13403.3896484375,2.545383662322376
2021-02-02,13543.099609375,13652.7001953125,13535.8603515625,13612.7802734375,1.5622214267598356
2021-02-03,13718.3095703125,13723.830078125,13585.33984375,13610.5400390625,-0.01645684665440017
2021-02-04,13674.0595703125,13778.419921875,13631.6201171875,13777.740234375,1.2284611399153267
2021-02-05,13824.8798828125,13878.16015625,13761.66015625,13856.2998046875,0.5701919834175451
2021-02-08,13937.0595703125,13987.740234375,13894.150390625,13987.6396484375,0.9478709727799739
2021-02-09,13966.8203125,14044.9501953125,13966.5498046875,14007.7001953125,0.14341624018918697
2021-02-10,14093.349609375,14109.1201171875,13845.4697265625,13972.5302734375,-0.251075632577924
2021-02-11,14045.2099609375,14058.91015625,13916.849609375,14025.76953125,0.3810280369455299
2021-02-12,13979.2099609375,14102.0400390625,13937.7099609375,14095.4697265625,0.4969438229909917
2021-02-16,14152.2099609375,14175.1201171875,13995.4501953125,14047.5,-0.34032017018987837
2021-02-17,13911.650390625,13976.4296875,13804.259765625,13965.490234375,-0.5838032790532077
2021-02-18,13814.669921875,13905.9599609375,13714.349609375,13865.3603515625,-0.7169807943156803
2021-02-19,13929.2001953125,13985.580078125,13842.599609375,13874.4599609375,0.06562836554027118
2021-02-22,13714.2001953125,13757.0595703125,13530.9599609375,13533.0498046875,-2.460709513820458
2021-02-23,13262.6103515625,13526.08984375,13003.98046875,13465.2001953125,-0.5013622971482667
2021-02-24,13400.25,13607.3603515625,13286.58984375,13597.9697265625,0.9860197347546285
2021-02-25,13512.6396484375,13602.8603515625,13066.3798828125,13119.4296875,-3.5192021212380853
2021-02-26,13232.900390625,13368.0595703125,13024.5302734375,13192.349609375,0.5558162482053319
2021-03-01,13406.16015625,13596.58984375,13362.66015625,13588.830078125,3.0053817590480314
2021-03-02,13599.4501953125,13601.330078125,13352.0,13358.7900390625,-1.6928612525136666
2021-03-03,13336.25,13372.51953125,12995.0703125,12997.75,-2.7026402691170515
2021-03-04,12953.990234375,13068.7099609375,12553.9599609375,12723.4697265625,-2.110213486468815
2021-03-05,12860.0400390625,12941.2099609375,12397.0498046875,12920.150390625,1.54580997392475
2021-03-08,12904.259765625,13001.0,12599.23046875,12609.16015625,-2.407017139681733
2021-03-09,12923.0703125,13151.5400390625,12882.490234375,13073.8203125,3.6850999629795433
2021-03-10,13234.73046875,13277.1103515625,13035.4404296875,13068.830078125,-0.038169672335397475
2021-03-11,13273.3095703125,13433.6201171875,13246.330078125,13398.669921875,2.5238666489519668
2021-03-12,13222.8095703125,13324.6904296875,13158.7197265625,13319.8603515625,-0.5881895051674801
2021-03-15,13323.4697265625,13460.349609375,13272.5,13459.7099609375,1.0499329999251517
2021-03-16,13523.169921875,13620.7099609375,13397.080078125,13471.5703125,0.08811743787140447
2021-03-17,13336.91015625,13595.0,13272.6904296875,13525.2001953125,0.39809674424322594
